"player","class","pos","team","x3_p_s","slasher","ball_dominant","playmaker","perim_defender","oreb","dreb","Dim.1","Dim.2","Dim.3","Dim.4"
"Josh Christopher","NBA","G","HOU",0.114942528735632,0.71264367816092,0.681992337164751,0.482758620689655,0.340996168582375,0.789272030651341,0.252873563218391,1.157636644458,-0.639478755249021,-1.01802656216464,-1.11323358380519
"Andrew Nembhard","NBA","G","IND",0.383141762452107,0.417624521072797,0.298850574712644,0.831417624521073,0.386973180076628,0.310344827586207,0.118773946360153,-0.317169592228098,-0.681344477956502,1.10483524258359,-1.26143660814267
"John Wall","NBA","G","HOULAC",0.245210727969349,0.831417624521073,0.961685823754789,0.942528735632184,0.191570881226054,0.153256704980843,0.318007662835249,1.05852601499551,-2.88228070026131,0.332404220243408,-0.145002382517823
"Elfrid Payton","NBA","G","NYKPHO",0.0306513409961686,0.915708812260536,0.708812260536398,0.724137931034483,0.71264367816092,0.873563218390805,0.524904214559387,2.71659679937417,-0.1196880762162,-0.232940453778767,-0.459661263698204
"D.J. Augustin","NBA","G","HOULALMIL",0.862068965517241,0.237547892720307,0.275862068965517,0.747126436781609,0.0498084291187739,0.153256704980843,0.0229885057471264,-2.26307098151869,-1.14850564850815,0.910071542945762,-0.868564901045035
"Avery Bradley","NBA","G","HOULALMIA",0.804597701149425,0.10727969348659,0.0804597701149425,0.126436781609195,0.609195402298851,0.386973180076628,0.0881226053639847,-2.37466574095376,1.19327956381738,0.421775682369696,-1.13267468428354
"Frank Jackson","NBA","G","DETUTA",0.64367816091954,0.406130268199234,0.662835249042146,0.0191570881226054,0.0957854406130268,0.310344827586207,0.0881226053639847,-1.8928918967209,-1.11459463052619,-1.32123608579133,-0.781595662251816
"Romeo Langford","NBA","G","BOSSAS",0.126436781609195,0.75095785440613,0.14176245210728,0.0881226053639847,0.498084291187739,0.938697318007663,0.14176245210728,0.642649986037185,1.17292987918005,-1.41940204393447,-2.40364962262742
"Sterling Brown","NBA","G","DALHOULAL",0.827586206896552,0.111111111111111,0.111111111111111,0.252873563218391,0.662835249042146,0.808429118773946,0.973180076628352,-0.899496340574888,2.67926913266321,-0.326108453494602,1.24177503288166
"Kent Bazemore","NBA","G-F","GSWLAL",0.685823754789272,0.413793103448276,0.24904214559387,0.333333333333333,0.950191570881226,0.42911877394636,0.839080459770115,-0.143696530414622,1.72363189231933,0.644503505910542,0.879334978365769
"Dwayne Bacon","NBA","G","ORL",0.0881226053639847,0.823754789272031,0.597701149425287,0.0344827586206897,0.122605363984674,0.210727969348659,0.486590038314176,0.202148973144046,-1.20115702059021,-1.88503386394917,-0.817485492354121
"Wayne Ellington","NBA","G","DETLAL",1,0.0114942528735632,0.24904214559387,0.160919540229885,0.222222222222222,0.0804597701149425,0.103448275862069,-3.48942775918173,-0.1277932157167,0.20093577813668,-0.509481534814765
"Tony Snell","NBA","G-F","ATLNOPPOR",0.938697318007663,0.0344827586206897,0,0.295019157088123,0.371647509578544,0.386973180076628,0.440613026819923,-2.51767350288746,1.30079717361294,0.270769725932241,-0.092873287048211
"Shaedon Sharpe","NBA","G","POR",0.440613026819923,0.490421455938697,0.528735632183908,0.053639846743295,0.0344827586206897,0.850574712643678,0.501915708812261,-0.472911787035321,0.210842016593982,-2.41392209450583,-0.346415536592302
"Saben Lee","NBA","G","DETPHIPHO",0.053639846743295,0.984674329501916,0.413793103448276,0.915708812260536,0.908045977011494,0.701149425287356,0.524904214559387,2.8631540502625,0.291649991084643,0.937512047825918,-0.789763834562558
"Jeremy Lamb","NBA","G-F","INDSAC",0.524904214559387,0.628352490421456,0.540229885057471,0.252873563218391,0.689655172413793,0.735632183908046,0.865900383141762,0.738907093798856,1.09930724610536,-0.839689482808339,0.885020207501836
"Gary Payton II","NBA","G","GSWPOR",0.226053639846743,0.624521072796935,0.130268199233716,0.279693486590038,0.996168582375479,0.969348659003831,0.854406130268199,1.63385266507576,2.68439931707055,-0.399238217495388,-0.146289024413364
"Rodney Hood","NBA","G-F","LACMILPORTOR",0.444444444444444,0.314176245210728,0.0613026819923372,0.203065134099617,0.222222222222222,0.509578544061303,0.187739463601533,-1.39004203258208,0.61025750472822,-0.687131819939226,-1.60172250104075
"Frank Ntilikina","NBA","G","DALNYK",0.57088122605364,0.35632183908046,0.222222222222222,0.46360153256705,0.839080459770115,0.210727969348659,0.318007662835249,-0.736333142308013,0.631031704056224,1.33567262172367,-0.575227786255492
"Edmond Sumner","NBA","G","BRKIND",0.195402298850575,0.923371647509579,0.616858237547893,0.183908045977011,0.547892720306513,0.42911877394636,0.252873563218391,0.823328241753366,-0.659505326566009,-0.871143056679395,-1.24132731919631
"Malaki Branham","NBA","G","SAS",0.298850574712644,0.448275862068966,0.540229885057471,0.298850574712644,0.0306513409961686,0.310344827586207,0.486590038314176,-0.602615514687646,-0.931107429088681,-1.22261790033483,-0.311805036905768
"PJ Dozier","NBA","G","DENSAC",0.333333333333333,0.486590038314176,0.367816091954023,0.35632183908046,0.624521072796935,0.808429118773946,0.881226053639847,0.880522414538011,1.46462234204197,-0.752751016246232,0.516410417290529
"Kira Lewis Jr.","NBA","G","NOP",0.28735632183908,0.567049808429119,0.574712643678161,0.620689655172414,0.586206896551724,0.310344827586207,0.118773946360153,0.254149873866484,-0.912429212160206,0.714644759949776,-1.0936041527822
"Rodney McGruder","NBA","G","DET",0.846743295019157,0.160919540229885,0.222222222222222,0.302681992337165,0.402298850574713,0.85823754789272,0.524904214559387,-1.34109914299019,1.60079053283883,-0.572310118995932,0.167999552736453
"Rajon Rondo","NBA","G","ATLCLELACLAL",0.540229885057471,0.360153256704981,0.340996168582375,0.984674329501916,0.85823754789272,0.547892720306513,0.766283524904215,0.822594921735155,0.940826464715059,1.7206362330443,0.865103490263883
"Moses Moody","NBA","G","GSW",0.670498084291188,0.295019157088123,0.206896551724138,0.111111111111111,0.157088122605364,0.766283524904215,0.35632183908046,-1.4975263127135,0.952713623392291,-1.41311824641685,-0.728070338862034
"Brad Wanamaker","NBA","G","CHOGSWINDWAS",0.00766283524904215,0.938697318007663,0.32183908045977,0.827586206896552,0.67816091954023,0.310344827586207,0.226053639846743,1.76643737935512,-0.699777810991081,1.0539490506426,-1.74218100440646
"Armoni Brooks","NBA","G","HOUTOR",0.984674329501916,0.00766283524904215,0.367816091954023,0.233716475095785,0.134099616858238,0.452107279693487,0.524904214559387,-2.59812153777712,0.454096943895814,-0.638427738473354,0.694195060452737
"Duane Washington Jr.","NBA","G","INDPHO",0.78544061302682,0.348659003831418,0.877394636015326,0.409961685823755,0.0421455938697318,0,0.206896551724138,-1.96195363044887,-2.28609384208149,-0.242603942809621,0.291032641407091
"Trey Burke","NBA","G","DAL",0.486590038314176,0.459770114942529,0.704980842911877,0.436781609195402,0.436781609195402,0.0421455938697318,0,-1.01658662981925,-1.66198994207681,0.534809905859845,-0.90543382319568
"Trent Forrest","NBA","G","ATLUTA",0.00383141762452107,0.9272030651341,0.0804597701149425,0.754789272030651,0.873563218390805,0.724137931034483,0.46360153256705,2.39616399290046,1.08280287149986,0.724523297984931,-1.56559464024009
"David Nwaba","NBA","G","HOU",0.0651340996168582,0.931034482758621,0.306513409961686,0.118773946360153,0.796934865900383,0.969348659003831,0.911877394636015,2.28024956714264,1.92203664881432,-1.55959757851914,-0.250502437158065
"Denzel Valentine","NBA","G","CHICLEUTA",0.854406130268199,0.0919540229885057,0.509578544061303,0.390804597701149,0.528735632183908,0.666666666666667,0.954022988505747,-0.896944873531874,1.29890494311053,-0.287428782877381,1.91414072474977
"Ochai Agbaji","NBA","G","UTA",0.720306513409962,0.252873563218391,0.28735632183908,0.114942528735632,0.0383141762452107,0.831417624521073,0.0153256704980843,-1.98377193300689,0.41067618739939,-1.48777341579483,-1.44850156770193
"Christian Braun","NBA","G","DEN",0.168582375478927,0.731800766283525,0.0957854406130268,0.134099616858238,0.67816091954023,0.900383141762452,0.689655172413793,1.20440161872682,2.01956470578399,-1.21895013705709,-0.893942993938492
"Daishen Nix","NBA","G","HOU",0.417624521072797,0.379310344827586,0.28735632183908,0.743295019157088,0.252873563218391,0.452107279693487,0.283524904214559,-0.388830051524845,-0.347047545259533,0.405771563660901,-0.865056780973678
"Miles McBride","NBA","G","NYK",0.613026819923372,0.191570881226054,0.176245210727969,0.524904214559387,0.9272030651341,0.153256704980843,0.0344827586206897,-1.32023885974425,0.572863593271136,2.05479990786729,-1.16820837145161
"Brandon Goodwin","NBA","G","ATLCLE",0.363984674329502,0.593869731800766,0.513409961685824,0.81992337164751,0.704980842911877,0.42911877394636,0.425287356321839,0.896694580033145,-0.279680085024364,1.09512242091566,-0.229452936080151
"Keon Johnson","NBA","G","LACPOR",0.459770114942529,0.60536398467433,0.75095785440613,0.551724137931034,0.241379310344828,0.754789272030651,0.14176245210728,0.191967033314438,-0.983389963534076,-0.728588942885696,-0.764598320479078
"Jordan Goodwin","NBA","G","WAS",0.149425287356322,0.693486590038314,0.386973180076628,0.747126436781609,0.957854406130268,0.954022988505747,0.823754789272031,2.52662955246813,1.54705945694964,0.379606159952639,0.185987770714874
"Joshua Primo","NBA","G","SAS",0.386973180076628,0.498084291187739,0.275862068965517,0.417624521072797,0.153256704980843,0.735632183908046,0.187739463601533,-0.376759706038999,0.0712232523114511,-0.900663064866769,-1.46471461319646
"Dyson Daniels","NBA","G","NOP",0.218390804597701,0.57088122605364,0.0306513409961686,0.704980842911877,0.915708812260536,0.831417624521073,0.9272030651341,1.82816990268374,2.2843671948159,0.613615288105219,0.0845810457548662
"Davon Reed","NBA","G","DENLAL",0.75095785440613,0.302681992337165,0.0804597701149425,0.39463601532567,0.758620689655172,0.636015325670498,0.881226053639847,-0.425145432694424,2.21425740875101,0.318204282881249,0.824165468231979
"Brandon Boston Jr.","NBA","G-F","LAC",0.21455938697318,0.800766283524904,0.793103448275862,0.0842911877394636,0.524904214559387,0.578544061302682,0.632183908045977,1.03709502343161,-0.242394249060322,-1.59811252890993,0.0752817128586669
"Mychal Mulder","NBA","G-F","GSWMIAORL",0.980842911877395,0.0229885057471264,0.298850574712644,0.00383141762452107,0.0613026819923372,0.0421455938697318,0.0498084291187739,-3.84135063521317,-0.468217049406818,-0.423252116391752,-0.689265099103158
"Lindy Waters III","NBA","G","OKC",0.996168582375479,0.00383141762452107,0.32183908045977,0.0957854406130268,0.421455938697318,0.452107279693487,0.758620689655172,-2.3121769572538,1.35102670587241,-0.51024059640321,1.27219075253224
"Dylan Windler","NBA","G-F","CLE",0.590038314176245,0.206896551724138,0.114942528735632,0.352490421455939,0.81992337164751,0.873563218390805,0.950191570881226,0.0518390513087048,2.76303382039502,-0.0564027247841386,0.865331105437183
"Terry Taylor","NBA","G-F","CHIIND",0.0383141762452107,0.908045977011494,0.24904214559387,0.14176245210728,0.00383141762452107,1,0.486590038314176,1.12646437608933,0.445820980986799,-2.76741149117766,-1.65660040108041
"Dalano Banton","NBA","G-F","TOR",0.0957854406130268,0.758620689655172,0.528735632183908,0.681992337164751,0.831417624521073,0.931034482758621,0.823754789272031,2.60418664479231,1.01282363398509,-0.132273091456977,0.245002119574501
"Jarrett Culver","NBA","G","ATLMEMMIN",0.0689655172413793,0.816091954022989,0.513409961685824,0.0996168582375479,0.582375478927203,0.961685823754789,0.862068965517241,1.88580045176983,1.21453711210074,-2.02236484545456,-0.0233142969227448
"Jeff Teague","NBA","G","BOSMIL",0.32183908045977,0.961685823754789,0.413793103448276,0.64367816091954,0.478927203065134,0.210727969348659,0.0881226053639847,0.621960540034053,-1.26677837523286,0.576705122771433,-1.65954392549826
"Kris Dunn","NBA","G","ATLPORUTA",0.0613026819923372,0.957854406130268,0.559386973180077,0.961685823754789,0.923371647509579,0.360153256704981,0.896551724137931,2.92532803070988,-0.182382072338066,1.20046271558601,0.54722134565921
"Damyean Dotson","NBA","G","CLENYK",0.436781609195402,0.245210727969349,0.35632183908046,0.53639846743295,0.0766283524904215,0.00766283524904215,0.46360153256705,-1.37808297424288,-1.0006065253353,0.108935236291977,-0.170252603153756
"Admiral Schofield","NBA","G-F","ORL",0.578544061302682,0.195402298850575,0.168582375478927,0.272030651340996,0.164750957854406,0.900383141762452,0.727969348659004,-0.843405586825133,1.5508190021198,-1.4215342298591,0.175607982037486
"Vit Krejci","NBA","G","ATLOKC",0.509578544061303,0.172413793103448,0.053639846743295,0.494252873563218,0.375478927203065,0.666666666666667,0.697318007662835,-0.637615772793533,1.50420263566605,-0.151127130261499,0.0215918175914352
"Michael Carter-Williams","NBA","G","ORL",0.0421455938697318,0.961685823754789,0.620689655172414,0.816091954022989,0.528735632183908,0.900383141762452,0.747126436781609,2.89279704436083,-0.0645422064548147,-0.534545306905322,-0.0424061703118929
"Chasson Randle","NBA","G","ORL",0.574712643678161,0.352490421455939,0.275862068965517,0.455938697318008,0.233716475095785,0.0153256704980843,0.233716475095785,-1.62542766635999,-0.793144434063868,0.428782346919668,-0.798227812845879
"James Bouknight","NBA","G","CHO",0.532567049808429,0.46360153256705,0.659003831417625,0.203065134099617,0.0574712643678161,0.808429118773946,0.674329501915709,-0.304706395084151,-0.00471153253318459,-2.10469667755314,0.519195141483566
"Lance Stephenson","NBA","G-F","ATLIND",0.0919540229885057,0.839080459770115,0.75095785440613,0.888888888888889,0.134099616858238,0.153256704980843,0.908045977011494,1.66642343338758,-1.9366238791971,-0.251349576948323,0.849556215365417
"Caleb Houstan","NBA","G-F","ORL",0.877394636015326,0.0383141762452107,0.0268199233716475,0.103448275862069,0.183908045977011,0.885057471264368,0.14176245210728,-2.52565340554201,1.61544730278704,-1.01674633315392,-1.14687016912982
"Bryce McGowens","NBA","G-F","CHO",0.199233716475096,0.888888888888889,0.222222222222222,0.283524904214559,0.0766283524904215,0.597701149425287,0.295019157088123,0.393149494231394,-0.300012159634087,-1.55121773293898,-1.82384688295023
"Matt Thomas","NBA","G","CHITORUTA",0.85823754789272,0.118773946360153,0.340996168582375,0.0651340996168582,0.0191570881226054,0.103448275862069,0.582375478927203,-2.81168434825894,-0.148323631114098,-0.94653234343971,0.554599871853496
"Tyler Johnson","NBA","G","BRKPHISAS",0.900383141762452,0.053639846743295,0.0957854406130268,0.318007662835249,0.291187739463602,0.0804597701149425,0.425287356321839,-2.75821009417337,0.420393041947487,0.483830126000296,0.0134293898728206
"J.J. Redick","NBA","G","DALNOP",0.881226053639847,0.164750957854406,0.551724137931034,0.157088122605364,0,0.00766283524904215,0.130268199233716,-3.0825480502797,-1.33941785976109,-0.49519961302729,-0.264233221996934
"Justin Jackson","NBA","G-F","BOSMILOKCPHO",0.555555555555556,0.264367816091954,0.498084291187739,0.406130268199234,0.329501915708812,0.636015325670498,0.609195402298851,-0.556353126322878,0.387479995076865,-0.630597955609592,0.441475979221622
"Jaden Hardy","NBA","G","DAL",0.735632183908046,0.547892720306513,0.904214559386973,0.291187739463602,0.0689655172413793,0.268199233716475,0.720306513409962,-0.816977433000465,-1.41871522075221,-1.30540697450723,1.38348166543222
"MarJon Beauchamp","NBA","G","MIL",0.716475095785441,0.233716475095785,0.475095785440613,0.0229885057471264,0.398467432950192,0.954022988505747,0.440613026819923,-1.12076922469392,1.29281621078778,-1.53521885189116,-0.00346829644370816
"Ryan Arcidiacono","NBA","G","CHINYKPOR",0.812260536398467,0.153256704980843,0.0383141762452107,0.639846743295019,0.471264367816092,0.0153256704980843,0.758620689655172,-1.63923138001827,0.655302662604707,1.34153763265841,0.787780451219407
"Skylar Mays","NBA","G","ATLPOR",0.375478927203065,0.616858237547893,0.440613026819923,0.758620689655172,0.505747126436782,0.636015325670498,0.295019157088123,0.710619201181329,-0.189052274882803,0.42631627532557,-0.802507919840771
"Blake Wesley","NBA","G","SAS",0.268199233716475,0.827586206896552,0.486590038314176,0.655172413793103,0.18007662835249,0.210727969348659,0.590038314176245,0.696307606403442,-1.28179584144778,-0.294668455875667,-0.253604832942229
"Brandon Williams","NBA","G","POR",0.229885057471264,0.835249042145594,0.89272030651341,0.685823754789272,0.130268199233716,0.701149425287356,0.260536398467433,1.2377920920942,-1.78188716808945,-0.999312359862813,-0.657749794087358
"Chris Chiozza","NBA","G","BRKGSW",0.701149425287356,0.218390804597701,0.318007662835249,0.904214559386973,0.509578544061303,0.452107279693487,0.0996168582375479,-0.929571406304925,-0.140385392556019,1.61592841765408,-0.705687990135406
"David Duke Jr.","NBA","G","BRK",0.0268199233716475,0.808429118773946,0.406130268199234,0.18007662835249,0.42911877394636,0.996168582375479,0.333333333333333,1.37389138456357,0.650363653517144,-1.78993654610919,-1.65058837332689
"Keifer Sykes","NBA","G","IND",0.452107279693487,0.291187739463602,0.39463601532567,0.513409961685824,0.0229885057471264,0.114942528735632,0.0383141762452107,-1.65755737757688,-1.43000209845717,0.0533271701528313,-1.29252983278503
"Miye Oni","NBA","G","UTA",0.957854406130268,0,0.00383141762452107,0.329501915708812,0.793103448275862,0.885057471264368,0.632183908045977,-1.42886308801618,2.9385493942519,0.423587862482288,0.460468575546918
"Langston Galloway","NBA","G","BRKMILPHO",0.796934865900383,0.203065134099617,0.32183908045977,0.203065134099617,0.157088122605364,0.386973180076628,0.283524904214559,-2.21611241789782,0.0527870563174589,-0.613259411516453,-0.391002054595727
"Max Christie","NBA","G","LAL",0.816091954022989,0.229885057471264,0.0114942528735632,0.130268199233716,0.513409961685824,0.114942528735632,0.78544061302682,-1.94398303132051,1.35276190804318,0.107237896185162,0.571418761255307
"Theo Pinson","NBA","G","DALNYK",0.831417624521073,0.0881226053639847,0.187739463601533,0.67816091954023,0.379310344827586,0.597701149425287,0.946360153256705,-0.941296820462625,1.36342103595867,0.3382383440892,1.44918131911087
"DaQuan Jeffries","NBA","G-F","HOUMEMSAC",0.425287356321839,0.134099616858238,0.0344827586206897,0.164750957854406,0.24904214559387,0.850574712643678,0.609195402298851,-0.959656890449263,1.86075594796597,-1.32216141886866,-0.51005606464047
"Isaac Bonga","NBA","G","TORWAS",0.35632183908046,0.325670498084291,0.0114942528735632,0.245210727969349,0.846743295019157,0.873563218390805,0.409961685823755,0.0472783693466527,2.40893694952882,-0.0262506020088759,-1.14499947816136
"Shaquille Harrison","NBA","G","BRKDENPORUTA",0.0114942528735632,0.946360153256705,0.164750957854406,0.624521072796935,0.988505747126437,0.386973180076628,0.869731800766284,2.43637100961025,1.04707631471335,0.765474622588692,-0.30808068580956
"Brodric Thomas","NBA","G","BOSCLEHOU",0.260536398467433,0.704980842911877,0.35632183908046,0.432950191570881,0.75095785440613,0.509578544061303,0.727969348659004,1.16673508642758,0.776242855172748,-0.0171439607061785,-0.0351716990961028
"Kevon Harris","NBA","G","ORL",0.291187739463602,0.850574712643678,0.14176245210728,0.0306513409961686,0.639846743295019,0.977011494252874,0.333333333333333,0.817024186428898,1.65799922385333,-1.42283307283027,-1.7539309308067
"Paul Watson","NBA","G","OKCTOR",0.969348659003831,0.0268199233716475,0.0766283524904215,0.245210727969349,0.337164750957854,0.153256704980843,0.904214559386973,-2.46183925262153,1.23622896340556,0.0648860539953586,1.32564534113894
"Jared Butler","NBA","G","OKCUTA",0.770114942528736,0.168582375478927,0.75095785440613,0.770114942528736,0.900383141762452,0.114942528735632,0.333333333333333,-0.820655269767978,-0.578367701343861,2.16725855705373,0.829656645622465
"Matthew Dellavedova","NBA","G","CLESAC",0.344827586206897,0.28735632183908,0.0613026819923372,0.969348659003831,0.145593869731801,0.268199233716475,0.0498084291187739,-0.818291119628212,-0.719253672960532,1.24468348332049,-1.76477709744248
"TyTy Washington Jr.","NBA","G","HOU",0.318007662835249,0.283524904214559,0.39463601532567,0.544061302681992,0.256704980842912,0,0.440613026819923,-0.902808036546147,-0.911566758407678,0.389896730148729,-0.308404175470093
"Johnny Davis","NBA","G","WAS",0.172413793103448,0.521072796934866,0.636015325670498,0.0766283524904215,0.0881226053639847,0.597701149425287,0.793103448275862,0.223402011224281,-0.164077912643993,-2.34933001081703,0.29933219855116
"Kyle Guy","NBA","G","MIASAC",0.632183908045977,0.344827586206897,0.597701149425287,0.498084291187739,0.210727969348659,0.509578544061303,0.524904214559387,-0.716860886366329,-0.416756385015158,-0.502534864134331,0.450777540350302
